Sample in Buffer	Sample in Window	trig0/data0[0]	trig0/data0[1]	trig0/data0[2]	trig0/data0[3]	trig0/data0[4]	trig0/data0[5]	trig0/data0[6]	trig0/data0[7]	trig0/data0[8]	trig0/data0[9]	trig0/data0[10]	trig0/data0[11]	trig1/data1[0]	trig2/data2[0]	trig2/data2[1]	trig2/data2[2]	trig2/data2[3]	trig2/data2[4]	trig2/data2[5]	trig2/data2[6]	trig2/data2[7]	trig2/data2[8]	trig2/data2[9]	trig2/data2[10]	trig2/data2[11]	trig3/data3[0]	trig3/data3[1]	trig3/data3[2]	trig3/data3[3]	trig3/data3[4]	trig3/data3[5]	trig3/data3[6]	trig3/data3[7]	trig3/data3[8]	trig3/data3[9]	trig3/data3[10]	trig3/data3[11]	rxd	rx_i	rx_q
776	776	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	111	-31	107	
777	777	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	19	-31	107	
778	778	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	100	-6	114	
779	779	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	44	-6	114	
780	780	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	81	19	111	
781	781	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	58	19	111	
782	782	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	57	44	100	
783	783	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	71	44	100	
784	784	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	30	58	81	
785	785	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	72	58	81	
786	786	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	10	71	57	
787	787	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	66	71	57	
788	788	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-14	72	30	
789	789	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	55	72	30	
790	790	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-35	66	10	
791	791	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	36	66	10	
792	792	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	-45	55	-14	
793	793	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	8	55	-14	
794	794	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	-52	36	-35	
795	795	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	-17	36	-35	
796	796	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-51	8	-45	
797	797	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-41	8	-45	
798	798	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-41	-17	-52	
799	799	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-61	-17	-52	
800	800	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	-26	-41	-51	
801	801	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	-78	-41	-51	
802	802	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	-6	-61	-41	
803	803	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	-88	-61	-41	
804	804	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	20	-78	-26	
805	805	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	-90	-78	-26	
806	806	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	45	-88	-6	
807	807	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	-86	-88	-6	
808	808	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	72	-90	20	
809	809	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-75	-90	20	
810	810	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	91	-86	45	
811	811	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	-56	-86	45	
812	812	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	106	-75	72	
813	813	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	-33	-75	72	
814	814	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	113	-56	91	
815	815	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	-10	-56	91	
816	816	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	109	-33	106	
817	817	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	20	-33	106	
818	818	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	100	-10	113	
819	819	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	38	-10	113	
820	820	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	82	20	109	
821	821	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	62	20	109	
822	822	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	57	38	100	
823	823	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	70	38	100	
824	824	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	35	62	82	
825	825	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	75	62	82	
826	826	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	7	70	57	
827	827	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	66	70	57	
828	828	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	-18	75	35	
829	829	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	55	75	35	
830	830	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-33	66	7	
831	831	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	34	66	7	
832	832	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	-45	55	-18	
833	833	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	11	55	-18	
834	834	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	-53	34	-33	
835	835	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	-17	34	-33	
836	836	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	-51	11	-45	
837	837	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	-40	11	-45	
838	838	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-42	-17	-53	
839	839	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-64	-17	-53	
840	840	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	-26	-40	-51	
841	841	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	-79	-40	-51	
842	842	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-2	-64	-42	
843	843	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-90	-64	-42	
844	844	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	20	-79	-26	
845	845	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	-89	-79	-26	
846	846	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	47	-90	-2	
847	847	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	-87	-90	-2	
848	848	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	73	-89	20	
849	849	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	-73	-89	20	
850	850	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	93	-87	47	
851	851	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	-56	-87	47	
852	852	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	108	-73	73	
853	853	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	-33	-73	73	
854	854	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	113	-56	93	
855	855	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	-9	-56	93	
856	856	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	110	-33	108	
857	857	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	18	-33	108	
858	858	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	98	-9	113	
859	859	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	41	-9	113	
860	860	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	81	18	110	
861	861	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	60	18	110	
862	862	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	57	41	98	
863	863	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	70	41	98	
864	864	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	33	60	81	
865	865	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	74	60	81	
866	866	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	5	70	57	
867	867	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	64	70	57	
868	868	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	-15	74	33	
869	869	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	55	74	33	
870	870	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-34	64	5	
871	871	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	64	5	
872	872	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	-45	55	-15	
873	873	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	10	55	-15	
874	874	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	-51	34	-34	
875	875	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	-20	34	-34	
876	876	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	-48	10	-45	
877	877	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	-41	10	-45	
878	878	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-42	-20	-51	
879	879	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-64	-20	-51	
880	880	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	-23	-41	-48	
881	881	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	-80	-41	-48	
882	882	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-4	-64	-42	
883	883	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-88	-64	-42	
884	884	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	23	-80	-23	
885	885	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	-93	-80	-23	
886	886	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	48	-88	-4	
887	887	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	-84	-88	-4	
888	888	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	72	-93	23	
889	889	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	-74	-93	23	
890	890	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	92	-84	48	
891	891	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	-56	-84	48	
892	892	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	108	-74	72	
893	893	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	-33	-74	72	
894	894	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	111	-56	92	
895	895	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	-8	-56	92	
896	896	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	111	-33	108	
897	897	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	18	-33	108	
898	898	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	97	-8	111	
899	899	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	42	-8	111	
900	900	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	84	18	111	
901	901	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	61	18	111	
902	902	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	58	42	97	
903	903	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	70	42	97	
904	904	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	33	61	84	
905	905	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	74	61	84	
906	906	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	7	70	58	
907	907	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	70	70	58	
908	908	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	-17	74	33	
909	909	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	54	74	33	
910	910	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	-31	70	7	
911	911	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	33	70	7	
912	912	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	-47	54	-17	
913	913	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	12	54	-17	
914	914	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	-52	33	-31	
915	915	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	-15	33	-31	
916	916	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	-50	12	-47	
917	917	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	-40	12	-47	
918	918	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	-43	-15	-52	
919	919	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	-59	-15	-52	
920	920	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	-26	-40	-50	
921	921	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	-75	-40	-50	
922	922	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	-7	-59	-43	
923	923	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	-88	-59	-43	
924	924	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	20	-75	-26	
925	925	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	-93	-75	-26	
926	926	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	43	-88	-7	
927	927	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	-88	-88	-7	
928	928	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	68	-93	20	
929	929	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	-77	-93	20	
930	930	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	87	-88	43	
931	931	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	-59	-88	43	
932	932	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	107	-77	68	
